model,stockage,couleur,etat,prix,lien
iPhone 12,128,Bleu,État correct,725.00,https://www.backmarket.fr/iphone-12-128-go-bleu-debloque-tout-operateur-pas-cher/418120.html#l=12
iPhone 12,128,Bleu,Très bon état,755.00,https://www.backmarket.fr/iphone-12-128-go-bleu-debloque-tout-operateur-pas-cher/418120.html#l=12
iPhone 12,128,Bleu,Parfait état,794.00,https://www.backmarket.fr/iphone-12-128-go-bleu-debloque-tout-operateur-pas-cher/418120.html#l=12
iPhone 12 Pro,128,Graphite,État correct,868.00,https://www.backmarket.fr/iphone-12-pro-128-go-graphite-debloque-tout-operateur-pas-cher/413171.html#l=12
iPhone 12 Pro,128,Graphite,Très bon état,883.00,https://www.backmarket.fr/iphone-12-pro-128-go-graphite-debloque-tout-operateur-pas-cher/413171.html#l=12
iPhone 12 Pro,128,Graphite,Parfait état,896.00,https://www.backmarket.fr/iphone-12-pro-128-go-graphite-debloque-tout-operateur-pas-cher/413171.html#l=12
iPhone 12,64,Blanc,État correct,700.00,https://www.backmarket.fr/iphone-12-64-go-blanc-debloque-tout-operateur-pas-cher/418117.html#l=10
iPhone 12,64,Blanc,Très bon état,709.00,https://www.backmarket.fr/iphone-12-64-go-blanc-debloque-tout-operateur-pas-cher/418117.html#l=10
iPhone 12,64,Blanc,Parfait état,749.00,https://www.backmarket.fr/iphone-12-64-go-blanc-debloque-tout-operateur-pas-cher/418117.html#l=10
iPhone 12,128,Noir,État correct,749.00,https://www.backmarket.fr/iphone-12-128-go-noir-debloque-tout-operateur-pas-cher/418115.html#l=12
iPhone 12,128,Noir,Très bon état,779.00,https://www.backmarket.fr/iphone-12-128-go-noir-debloque-tout-operateur-pas-cher/418115.html#l=12
iPhone 12,128,Noir,Parfait état,802.00,https://www.backmarket.fr/iphone-12-128-go-noir-debloque-tout-operateur-pas-cher/418115.html#l=12
iPhone 12,64,Vert,État correct,728.16,https://www.backmarket.fr/iphone-12-64-go-vert-debloque-tout-operateur-pas-cher/418123.html#l=12
iPhone 12,64,Vert,Très bon état,729.00,https://www.backmarket.fr/iphone-12-64-go-vert-debloque-tout-operateur-pas-cher/418123.html#l=12
iPhone 12,64,Vert,Parfait état,745.90,https://www.backmarket.fr/iphone-12-64-go-vert-debloque-tout-operateur-pas-cher/418123.html#l=12
iPhone 12 Pro Max,128,Bleu pacifique,État correct,950.00,https://www.backmarket.fr/iphone-12-pro-max-128-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413834.html#l=12
iPhone 12 Pro Max,128,Bleu pacifique,Très bon état,965.00,https://www.backmarket.fr/iphone-12-pro-max-128-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413834.html#l=12
iPhone 12 Pro Max,128,Bleu pacifique,Parfait état,935.00,https://www.backmarket.fr/iphone-12-pro-max-128-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413834.html#l=12
iPhone 12 mini,128,Bleu,État correct,625.00,https://www.backmarket.fr/iphone-12-mini-128-go-bleu-debloque-tout-operateur-pas-cher/412303.html#l=12
iPhone 12 mini,128,Bleu,Très bon état,680.00,https://www.backmarket.fr/iphone-12-mini-128-go-bleu-debloque-tout-operateur-pas-cher/412303.html#l=12
iPhone 12 mini,128,Bleu,Parfait état,692.00,https://www.backmarket.fr/iphone-12-mini-128-go-bleu-debloque-tout-operateur-pas-cher/412303.html#l=12
iPhone 12 Pro Max,256,Bleu pacifique,État correct,983.00,https://www.backmarket.fr/iphone-12-pro-max-256-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413846.html#l=11
iPhone 12 Pro Max,256,Bleu pacifique,Très bon état,967.00,https://www.backmarket.fr/iphone-12-pro-max-256-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413846.html#l=11
iPhone 12 Pro Max,256,Bleu pacifique,Parfait état,1037.00,https://www.backmarket.fr/iphone-12-pro-max-256-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413846.html#l=11
iPhone 12 mini,64,(PRODUCT)Red,État correct,625.00,https://www.backmarket.fr/iphone-12-mini-64-go-productred-debloque-tout-operateur-pas-cher/412292.html#l=11
iPhone 12 mini,64,(PRODUCT)Red,Très bon état,600.00,https://www.backmarket.fr/iphone-12-mini-64-go-productred-debloque-tout-operateur-pas-cher/412292.html#l=11
iPhone 12 mini,64,(PRODUCT)Red,Parfait état,610.00,https://www.backmarket.fr/iphone-12-mini-64-go-productred-debloque-tout-operateur-pas-cher/412292.html#l=11
iPhone 12 mini,64,Blanc,État correct,590.00,https://www.backmarket.fr/iphone-12-mini-64-go-blanc-debloque-tout-operateur-pas-cher/412287.html#l=12
iPhone 12 mini,64,Blanc,Très bon état,621.00,https://www.backmarket.fr/iphone-12-mini-64-go-blanc-debloque-tout-operateur-pas-cher/412287.html#l=12
iPhone 12 mini,64,Blanc,Parfait état,562.00,https://www.backmarket.fr/iphone-12-mini-64-go-blanc-debloque-tout-operateur-pas-cher/412287.html#l=12
iPhone 12 Pro,256,Bleu pacifique,État correct,856.00,https://www.backmarket.fr/iphone-12-pro-256-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413184.html#l=12
iPhone 12 Pro,256,Bleu pacifique,Très bon état,882.00,https://www.backmarket.fr/iphone-12-pro-256-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413184.html#l=12
iPhone 12 Pro,256,Bleu pacifique,Parfait état,955.00,https://www.backmarket.fr/iphone-12-pro-256-go-bleu-pacifique-debloque-tout-operateur-pas-cher/413184.html#l=12
iPhone 12 mini,128,Noir,État correct,600.00,https://www.backmarket.fr/iphone-12-mini-128-go-noir-debloque-tout-operateur-pas-cher/412299.html#l=12
iPhone 12 mini,128,Noir,Très bon état,634.00,https://www.backmarket.fr/iphone-12-mini-128-go-noir-debloque-tout-operateur-pas-cher/412299.html#l=12
iPhone 12 mini,128,Noir,Parfait état,680.00,https://www.backmarket.fr/iphone-12-mini-128-go-noir-debloque-tout-operateur-pas-cher/412299.html#l=12
iPhone 12 mini,128,Blanc,État correct,606.00,https://www.backmarket.fr/iphone-12-mini-128-go-blanc-debloque-tout-operateur-pas-cher/412301.html#l=12
iPhone 12 mini,128,Blanc,Très bon état,689.00,https://www.backmarket.fr/iphone-12-mini-128-go-blanc-debloque-tout-operateur-pas-cher/412301.html#l=12
iPhone 12 mini,128,Blanc,Parfait état,654.00,https://www.backmarket.fr/iphone-12-mini-128-go-blanc-debloque-tout-operateur-pas-cher/412301.html#l=12
iPhone 12 Pro,128,Or,État correct,835.00,https://www.backmarket.fr/iphone-12-pro-128-go-or-debloque-tout-operateur-pas-cher/413175.html#l=12
iPhone 12 Pro,128,Or,Très bon état,884.00,https://www.backmarket.fr/iphone-12-pro-128-go-or-debloque-tout-operateur-pas-cher/413175.html#l=12
iPhone 12 Pro,128,Or,Parfait état,935.00,https://www.backmarket.fr/iphone-12-pro-128-go-or-debloque-tout-operateur-pas-cher/413175.html#l=12
iPhone 12,128,Blanc,État correct,783.00,https://www.backmarket.fr/iphone-12-128-go-blanc-debloque-tout-operateur-pas-cher/418116.html#l=12
iPhone 12,128,Blanc,Très bon état,794.00,https://www.backmarket.fr/iphone-12-128-go-blanc-debloque-tout-operateur-pas-cher/418116.html#l=12
iPhone 12,128,Blanc,Parfait état,840.00,https://www.backmarket.fr/iphone-12-128-go-blanc-debloque-tout-operateur-pas-cher/418116.html#l=12
iPhone 12,128,(PRODUCT)Red,État correct,724.00,https://www.backmarket.fr/iphone-12-128-go-productred-debloque-tout-operateur-pas-cher/418118.html#l=12
iPhone 12,128,(PRODUCT)Red,Très bon état,732.00,https://www.backmarket.fr/iphone-12-128-go-productred-debloque-tout-operateur-pas-cher/418118.html#l=12
iPhone 12,128,(PRODUCT)Red,Parfait état,756.00,https://www.backmarket.fr/iphone-12-128-go-productred-debloque-tout-operateur-pas-cher/418118.html#l=12
iPhone 12 Pro Max,128,Graphite,État correct,925.00,https://www.backmarket.fr/iphone-12-pro-max-128-go-graphite-debloque-tout-operateur-pas-cher/413837.html#l=10
iPhone 12 Pro Max,128,Graphite,Très bon état,973.00,https://www.backmarket.fr/iphone-12-pro-max-128-go-graphite-debloque-tout-operateur-pas-cher/413837.html#l=10
iPhone 12 Pro Max,128,Graphite,Parfait état,1025.00,https://www.backmarket.fr/iphone-12-pro-max-128-go-graphite-debloque-tout-operateur-pas-cher/413837.html#l=10
iPhone 12 Pro Max,256,Graphite,État correct,984.00,https://www.backmarket.fr/iphone-12-pro-max-256-go-graphite-debloque-tout-operateur-pas-cher/413847.html#l=12
iPhone 12 Pro Max,256,Graphite,Très bon état,1008.00,https://www.backmarket.fr/iphone-12-pro-max-256-go-graphite-debloque-tout-operateur-pas-cher/413847.html#l=12
iPhone 12 Pro Max,256,Graphite,Parfait état,1050.00,https://www.backmarket.fr/iphone-12-pro-max-256-go-graphite-debloque-tout-operateur-pas-cher/413847.html#l=12
iPhone 12,64,Mauve,Très bon état,771.00,https://www.backmarket.fr/iphone-12-64-go-mauve-debloque-tout-operateur-pas-cher/475946.html#l=11
iPhone 12 mini,64,Mauve,État correct,586.00,https://www.backmarket.fr/iphone-12-mini-64-go-mauve-debloque-tout-operateur-pas-cher/476085.html#l=12
iPhone 12 mini,64,Mauve,Parfait état,638.00,https://www.backmarket.fr/iphone-12-mini-64-go-mauve-debloque-tout-operateur-pas-cher/476085.html#l=12
iPhone 12 Pro,128,Argent,État correct,800.00,https://www.backmarket.fr/iphone-12-pro-128-go-argent-debloque-tout-operateur-pas-cher/413172.html#l=12
iPhone 12 Pro,128,Argent,Très bon état,887.00,https://www.backmarket.fr/iphone-12-pro-128-go-argent-debloque-tout-operateur-pas-cher/413172.html#l=12
iPhone 12 Pro,128,Argent,Parfait état,879.00,https://www.backmarket.fr/iphone-12-pro-128-go-argent-debloque-tout-operateur-pas-cher/413172.html#l=12
iPhone 12 Pro,256,Graphite,État correct,887.00,https://www.backmarket.fr/iphone-12-pro-256-go-graphite-debloque-tout-operateur-pas-cher/413182.html#l=12
iPhone 12 Pro,256,Graphite,Très bon état,938.00,https://www.backmarket.fr/iphone-12-pro-256-go-graphite-debloque-tout-operateur-pas-cher/413182.html#l=12
iPhone 12 Pro,256,Graphite,Parfait état,954.00,https://www.backmarket.fr/iphone-12-pro-256-go-graphite-debloque-tout-operateur-pas-cher/413182.html#l=12
